region,hotel_name,date,occupancy_rate,bookings,cancellations,revenue,stars
Djerba,Vincci Helios Beach,2024-06-13,0.98,147,5,21315,4
Monastir,Hilton Skanes Monastir Beach,2024-06-13,0.97,81,4,23247,5
Monastir,One Resort Monastir,2024-06-13,0.92,216,13,24408,4
Monastir,Delphin El Habib,2024-06-13,0.71,165,5,15840,3
Tunis,Laico Tunis Hotel,2024-06-14,0.9,184,15,30728,4
Tunis,Hotel Africa Tunis,2024-06-14,0.95,60,3,9780,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-14,0.98,64,6,19968,5
Sousse,El Mouradi Palace,2024-06-14,0.72,82,9,12546,4
Sousse,Marhaba Beach Hotel,2024-06-14,0.72,186,11,28272,4
Sousse,Riadh Palms Resort,2024-06-14,0.98,210,9,29610,4
Hammamet,La Badira,2024-06-14,0.93,171,12,49590,5
Hammamet,Iberostar Averroes,2024-06-14,0.79,103,6,18128,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-14,0.97,184,15,39560,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-14,0.92,178,15,59096,5
Djerba,Iberostar Mehari Djerba,2024-06-14,0.98,175,18,28875,4
Djerba,Vincci Helios Beach,2024-06-14,0.92,118,12,18172,4
Monastir,Hilton Skanes Monastir Beach,2024-06-14,0.98,123,12,22755,5
Monastir,One Resort Monastir,2024-06-14,0.87,235,25,33840,4
Monastir,Delphin El Habib,2024-06-14,0.89,157,16,12403,3
Tunis,Laico Tunis Hotel,2024-06-15,0.84,152,11,18544,4
Tunis,Hotel Africa Tunis,2024-06-15,0.75,219,17,22557,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-15,0.98,159,10,45474,5
Sousse,El Mouradi Palace,2024-06-15,0.86,118,13,20178,4
Sousse,Marhaba Beach Hotel,2024-06-15,0.86,61,4,7015,4
Sousse,Riadh Palms Resort,2024-06-15,0.98,80,6,12400,4
Hammamet,La Badira,2024-06-15,0.98,132,6,42900,5
Hammamet,Iberostar Averroes,2024-06-15,0.76,234,16,35334,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-15,0.92,68,3,13872,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-15,0.97,115,10,21045,5
Djerba,Iberostar Mehari Djerba,2024-06-15,0.78,230,13,35190,4
Djerba,Vincci Helios Beach,2024-06-15,0.92,204,18,34680,4
Monastir,Hilton Skanes Monastir Beach,2024-06-15,0.98,223,24,47499,5
Monastir,One Resort Monastir,2024-06-15,0.88,158,8,27334,4
Monastir,Delphin El Habib,2024-06-15,0.89,224,17,23296,3
Tunis,Laico Tunis Hotel,2024-06-16,0.8,184,11,32200,4
Tunis,Hotel Africa Tunis,2024-06-16,0.79,206,19,28428,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-16,0.92,210,19,43680,5
Sousse,El Mouradi Palace,2024-06-16,0.74,246,14,42066,4
Sousse,Marhaba Beach Hotel,2024-06-16,0.97,151,17,18422,4
Sousse,Riadh Palms Resort,2024-06-16,0.78,91,3,11739,4
Hammamet,La Badira,2024-06-16,0.98,93,9,24087,5
Hammamet,Iberostar Averroes,2024-06-16,0.84,234,7,25506,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-16,0.98,244,20,59048,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-16,0.98,259,13,90391,5
Djerba,Iberostar Mehari Djerba,2024-06-16,0.83,253,28,31372,4
Djerba,Vincci Helios Beach,2024-06-16,0.9,216,8,28080,4
Monastir,Hilton Skanes Monastir Beach,2024-06-16,0.98,252,27,75852,5
Monastir,One Resort Monastir,2024-06-16,0.76,205,7,36285,4
Monastir,Delphin El Habib,2024-06-16,0.63,122,12,12566,3
Tunis,Laico Tunis Hotel,2024-06-17,0.87,139,6,16958,4
Tunis,Hotel Africa Tunis,2024-06-17,0.91,150,16,24450,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-17,0.98,135,7,42525,5
Sousse,El Mouradi Palace,2024-06-17,0.89,148,16,24568,4
Sousse,Marhaba Beach Hotel,2024-06-17,0.98,232,8,31552,4
Sousse,Riadh Palms Resort,2024-06-17,0.75,170,18,27710,4
Hammamet,La Badira,2024-06-17,0.98,66,2,13266,5
Hammamet,Iberostar Averroes,2024-06-17,0.78,146,16,19710,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-17,0.98,67,4,19229,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-17,0.98,192,17,46464,5
Djerba,Iberostar Mehari Djerba,2024-06-17,0.85,67,2,7638,4
Djerba,Vincci Helios Beach,2024-06-17,0.73,91,9,12103,4
Monastir,Hilton Skanes Monastir Beach,2024-06-17,0.98,139,7,28356,5
Monastir,One Resort Monastir,2024-06-17,0.97,193,9,21616,4
Monastir,Delphin El Habib,2024-06-17,0.86,178,15,19580,3
Tunis,Laico Tunis Hotel,2024-06-18,0.9,84,3,9660,4
Tunis,Hotel Africa Tunis,2024-06-18,0.98,249,9,27639,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-18,0.92,183,15,47580,5
Sousse,El Mouradi Palace,2024-06-18,0.82,133,12,20216,4
Sousse,Marhaba Beach Hotel,2024-06-18,0.87,158,14,23384,4
Sousse,Riadh Palms Resort,2024-06-18,0.98,175,17,26775,4
Hammamet,La Badira,2024-06-18,0.98,140,6,47180,5
Hammamet,Iberostar Averroes,2024-06-18,0.84,234,11,24336,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-18,0.98,246,28,63468,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-18,0.98,264,20,88968,5
Djerba,Iberostar Mehari Djerba,2024-06-18,0.79,195,12,20280,4
Djerba,Vincci Helios Beach,2024-06-18,0.95,195,20,26130,4
Monastir,Hilton Skanes Monastir Beach,2024-06-18,0.98,134,5,34304,5
Monastir,One Resort Monastir,2024-06-18,0.87,236,10,25252,4
Monastir,Delphin El Habib,2024-06-18,0.89,206,16,14832,3
Tunis,Laico Tunis Hotel,2024-06-19,0.89,223,19,29436,4
Tunis,Hotel Africa Tunis,2024-06-19,0.78,237,9,24885,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-19,0.98,120,4,39960,5
Sousse,El Mouradi Palace,2024-06-19,0.9,69,2,11661,4
Sousse,Marhaba Beach Hotel,2024-06-19,0.92,145,13,16675,4
Sousse,Riadh Palms Resort,2024-06-19,0.98,223,26,38802,4
Hammamet,La Badira,2024-06-19,0.98,111,8,33744,5
Hammamet,Iberostar Averroes,2024-06-19,0.9,72,2,9576,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-19,0.98,80,7,15360,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-19,0.97,199,6,57511,5
Djerba,Iberostar Mehari Djerba,2024-06-19,0.87,152,4,20064,4
Djerba,Vincci Helios Beach,2024-06-19,0.9,72,4,11304,4
Monastir,Hilton Skanes Monastir Beach,2024-06-19,0.94,132,6,43956,5
Monastir,One Resort Monastir,2024-06-19,0.73,108,6,15984,4
Monastir,Delphin El Habib,2024-06-19,0.78,132,8,13860,3
Tunis,Laico Tunis Hotel,2024-06-20,0.98,106,11,14628,4
Tunis,Hotel Africa Tunis,2024-06-20,0.75,232,15,32016,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-20,0.98,140,12,34300,5
Sousse,El Mouradi Palace,2024-06-20,0.88,260,22,33020,4
Sousse,Marhaba Beach Hotel,2024-06-20,0.85,111,6,11988,4
Sousse,Riadh Palms Resort,2024-06-20,0.75,156,17,20124,4
Hammamet,La Badira,2024-06-20,0.98,73,2,18250,5
Hammamet,Iberostar Averroes,2024-06-20,0.9,186,8,27156,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-20,0.98,170,10,43860,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-20,0.98,99,3,27918,5
Djerba,Iberostar Mehari Djerba,2024-06-20,0.93,116,8,18328,4
Djerba,Vincci Helios Beach,2024-06-20,0.9,205,13,28495,4
Monastir,Hilton Skanes Monastir Beach,2024-06-20,0.96,230,9,72450,5
Monastir,One Resort Monastir,2024-06-20,0.79,96,6,11232,4
Monastir,Delphin El Habib,2024-06-20,0.73,130,9,11440,3
Tunis,Laico Tunis Hotel,2024-06-21,0.81,235,24,26320,4
Tunis,Hotel Africa Tunis,2024-06-21,0.84,133,5,20881,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-21,0.98,146,9,35040,5
Sousse,El Mouradi Palace,2024-06-21,0.77,97,6,11252,4
Sousse,Marhaba Beach Hotel,2024-06-21,0.98,220,7,27500,4
Sousse,Riadh Palms Resort,2024-06-21,0.98,231,20,40194,4
Hammamet,La Badira,2024-06-21,0.91,126,4,43722,5
Hammamet,Iberostar Averroes,2024-06-21,0.98,114,12,12426,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-21,0.98,220,25,60060,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-21,0.98,114,7,27588,5
Djerba,Iberostar Mehari Djerba,2024-06-21,0.82,237,22,36498,4
Djerba,Vincci Helios Beach,2024-06-21,0.89,174,14,31146,4
Monastir,Hilton Skanes Monastir Beach,2024-06-21,0.94,169,13,36504,5
Monastir,One Resort Monastir,2024-06-21,0.73,183,7,21777,4
Monastir,Delphin El Habib,2024-06-21,0.63,80,4,7040,3
Tunis,Laico Tunis Hotel,2024-06-22,0.75,177,7,28497,4
Tunis,Hotel Africa Tunis,2024-06-22,0.75,62,5,7812,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-22,0.98,186,22,54498,5
Sousse,El Mouradi Palace,2024-06-22,0.86,62,2,9362,4
Sousse,Marhaba Beach Hotel,2024-06-22,0.98,170,8,24310,4
Sousse,Riadh Palms Resort,2024-06-22,0.92,169,10,29237,4
Hammamet,La Badira,2024-06-22,0.98,79,8,26939,5
Hammamet,Iberostar Averroes,2024-06-22,0.97,208,9,23712,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-22,0.91,208,22,62400,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-22,0.98,79,5,22278,5
Djerba,Iberostar Mehari Djerba,2024-06-22,0.87,145,17,22910,4
Djerba,Vincci Helios Beach,2024-06-22,0.83,205,13,21730,4
Monastir,Hilton Skanes Monastir Beach,2024-06-22,0.98,226,16,70738,5
Monastir,One Resort Monastir,2024-06-22,0.95,242,27,29040,4
Monastir,Delphin El Habib,2024-06-22,0.83,154,5,12320,3
Tunis,Laico Tunis Hotel,2024-06-23,0.87,192,6,19584,4
Tunis,Hotel Africa Tunis,2024-06-23,0.84,159,6,22896,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-23,0.98,80,6,26400,5
Sousse,El Mouradi Palace,2024-06-23,0.79,170,6,20060,4
Sousse,Marhaba Beach Hotel,2024-06-23,0.98,247,27,28158,4
Sousse,Riadh Palms Resort,2024-06-23,0.91,166,11,22576,4
Hammamet,La Badira,2024-06-23,0.98,120,12,23520,5
Hammamet,Iberostar Averroes,2024-06-23,0.98,236,12,29500,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-23,0.95,150,16,51150,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-23,0.91,87,7,17052,5
Djerba,Iberostar Mehari Djerba,2024-06-23,0.88,242,24,39446,4
Djerba,Vincci Helios Beach,2024-06-23,0.86,236,15,40120,4
Monastir,Hilton Skanes Monastir Beach,2024-06-23,0.96,222,18,76590,5
Monastir,One Resort Monastir,2024-06-23,0.97,117,7,20007,4
Monastir,Delphin El Habib,2024-06-23,0.87,120,3,12720,3
Tunis,Laico Tunis Hotel,2024-06-24,0.88,68,2,6800,4
Tunis,Hotel Africa Tunis,2024-06-24,0.98,123,10,20664,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-24,0.91,133,6,25669,5
Sousse,El Mouradi Palace,2024-06-24,0.82,248,12,43400,4
Sousse,Marhaba Beach Hotel,2024-06-24,0.76,141,10,17202,4
Sousse,Riadh Palms Resort,2024-06-24,0.94,64,4,8640,4
Hammamet,La Badira,2024-06-24,0.95,249,27,60009,5
Hammamet,Iberostar Averroes,2024-06-24,0.78,129,10,22059,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-24,0.95,208,10,40144,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-24,0.98,243,7,48843,5
Djerba,Iberostar Mehari Djerba,2024-06-24,0.74,183,10,31110,4
Djerba,Vincci Helios Beach,2024-06-24,0.81,148,8,25456,4
Monastir,Hilton Skanes Monastir Beach,2024-06-24,0.95,244,10,71980,5
Monastir,One Resort Monastir,2024-06-24,0.75,126,8,18018,4
Monastir,Delphin El Habib,2024-06-24,0.78,212,7,15052,3
Tunis,Laico Tunis Hotel,2024-06-25,0.87,225,9,23400,4
Tunis,Hotel Africa Tunis,2024-06-25,0.88,228,9,39900,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-25,0.98,104,6,28496,5
Sousse,El Mouradi Palace,2024-06-25,0.77,246,13,40590,4
Sousse,Marhaba Beach Hotel,2024-06-25,0.98,145,9,15805,4
Sousse,Riadh Palms Resort,2024-06-25,0.97,142,14,17892,4
Hammamet,La Badira,2024-06-25,0.91,237,27,61146,5
Hammamet,Iberostar Averroes,2024-06-25,0.85,184,12,30912,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-25,0.93,214,25,60990,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-25,0.92,165,17,38940,5
Djerba,Iberostar Mehari Djerba,2024-06-25,0.81,82,4,10742,4
Djerba,Vincci Helios Beach,2024-06-25,0.82,226,19,31188,4
Monastir,Hilton Skanes Monastir Beach,2024-06-25,0.93,171,13,51984,5
Monastir,One Resort Monastir,2024-06-25,0.98,224,18,40320,4
Monastir,Delphin El Habib,2024-06-25,0.85,60,7,4380,3
Tunis,Laico Tunis Hotel,2024-06-26,0.98,208,7,32032,4
Tunis,Hotel Africa Tunis,2024-06-26,0.98,139,11,20294,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-26,0.98,102,5,21012,5
Sousse,El Mouradi Palace,2024-06-26,0.98,86,6,15222,4
Sousse,Marhaba Beach Hotel,2024-06-26,0.83,184,15,25576,4
Sousse,Riadh Palms Resort,2024-06-26,0.93,211,14,27219,4
Hammamet,La Badira,2024-06-26,0.98,145,12,44950,5
Hammamet,Iberostar Averroes,2024-06-26,0.96,175,5,18200,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-26,0.96,261,25,61596,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-26,0.91,230,19,68080,5
Djerba,Iberostar Mehari Djerba,2024-06-26,0.85,231,23,27027,4
Djerba,Vincci Helios Beach,2024-06-26,0.74,151,16,15251,4
Monastir,Hilton Skanes Monastir Beach,2024-06-26,0.92,246,11,69618,5
Monastir,One Resort Monastir,2024-06-26,0.8,254,8,36830,4
Monastir,Delphin El Habib,2024-06-26,0.71,186,15,16926,3
Tunis,Laico Tunis Hotel,2024-06-27,0.83,222,18,38628,4
Tunis,Hotel Africa Tunis,2024-06-27,0.88,247,27,33345,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-27,0.98,150,17,48600,5
Sousse,El Mouradi Palace,2024-06-27,0.83,105,10,14490,4
Sousse,Marhaba Beach Hotel,2024-06-27,0.82,116,13,13340,4
Sousse,Riadh Palms Resort,2024-06-27,0.94,169,5,24167,4
Hammamet,La Badira,2024-06-27,0.98,120,7,28320,5
Hammamet,Iberostar Averroes,2024-06-27,0.81,242,21,31218,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-27,0.98,132,6,33264,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-27,0.98,206,22,71894,5
Djerba,Iberostar Mehari Djerba,2024-06-27,0.77,82,9,12546,4
Djerba,Vincci Helios Beach,2024-06-27,0.97,116,13,15428,4
Monastir,Hilton Skanes Monastir Beach,2024-06-27,0.98,234,21,71136,5
Monastir,One Resort Monastir,2024-06-27,0.88,147,12,21021,4
Monastir,Delphin El Habib,2024-06-27,0.73,76,6,7524,3
Tunis,Laico Tunis Hotel,2024-06-28,0.98,61,3,10858,4
Tunis,Hotel Africa Tunis,2024-06-28,0.89,249,9,24900,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-28,0.98,96,8,31872,5
Sousse,El Mouradi Palace,2024-06-28,0.87,201,18,21909,4
Sousse,Marhaba Beach Hotel,2024-06-28,0.85,187,7,24684,4
Sousse,Riadh Palms Resort,2024-06-28,0.98,147,15,25578,4
Hammamet,La Badira,2024-06-28,0.91,73,7,13359,5
Hammamet,Iberostar Averroes,2024-06-28,0.89,126,9,22428,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-28,0.93,168,17,34440,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-28,0.98,244,15,78568,5
Djerba,Iberostar Mehari Djerba,2024-06-28,0.75,243,20,25029,4
Djerba,Vincci Helios Beach,2024-06-28,0.93,220,8,24860,4
Monastir,Hilton Skanes Monastir Beach,2024-06-28,0.98,111,7,28305,5
Monastir,One Resort Monastir,2024-06-28,0.94,224,10,23072,4
Monastir,Delphin El Habib,2024-06-28,0.89,228,13,14136,3
Tunis,Laico Tunis Hotel,2024-06-29,0.78,225,19,26550,4
Tunis,Hotel Africa Tunis,2024-06-29,0.82,80,6,13200,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-29,0.98,174,14,32712,5
Sousse,El Mouradi Palace,2024-06-29,0.8,252,20,44352,4
Sousse,Marhaba Beach Hotel,2024-06-29,0.78,225,13,22725,4
Sousse,Riadh Palms Resort,2024-06-29,0.75,96,9,12480,4
Hammamet,La Badira,2024-06-29,0.98,78,2,25818,5
Hammamet,Iberostar Averroes,2024-06-29,0.96,246,11,38868,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-29,0.97,220,26,56100,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-29,0.92,182,19,35490,5
Djerba,Iberostar Mehari Djerba,2024-06-29,0.8,118,11,19352,4
Djerba,Vincci Helios Beach,2024-06-29,0.73,174,12,22794,4
Monastir,Hilton Skanes Monastir Beach,2024-06-29,0.97,92,6,22172,5
Monastir,One Resort Monastir,2024-06-29,0.81,171,18,27873,4
Monastir,Delphin El Habib,2024-06-29,0.73,182,13,19474,3
Tunis,Laico Tunis Hotel,2024-06-30,0.74,123,4,13653,4
Tunis,Hotel Africa Tunis,2024-06-30,0.89,118,3,18054,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-06-30,0.98,187,16,39083,5
Sousse,El Mouradi Palace,2024-06-30,0.83,168,13,28224,4
Sousse,Marhaba Beach Hotel,2024-06-30,0.82,100,7,16500,4
Sousse,Riadh Palms Resort,2024-06-30,0.8,249,9,43824,4
Hammamet,La Badira,2024-06-30,0.96,127,13,34798,5
Hammamet,Iberostar Averroes,2024-06-30,0.73,128,15,15488,4
Hammamet,Hasdrubal Thalassa & Spa,2024-06-30,0.95,75,7,22950,5
Djerba,Radisson Blu Palace Resort Djerba,2024-06-30,0.98,141,7,39621,5
Djerba,Iberostar Mehari Djerba,2024-06-30,0.95,68,3,11560,4
Djerba,Vincci Helios Beach,2024-06-30,0.97,90,3,13500,4
Monastir,Hilton Skanes Monastir Beach,2024-06-30,0.91,177,8,41064,5
Monastir,One Resort Monastir,2024-06-30,0.86,128,12,19072,4
Monastir,Delphin El Habib,2024-06-30,0.69,122,8,8052,3
Tunis,Laico Tunis Hotel,2024-07-01,0.89,88,6,15664,4
Tunis,Hotel Africa Tunis,2024-07-01,0.93,156,11,19188,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-01,0.98,178,20,34176,5
Sousse,El Mouradi Palace,2024-07-01,0.91,94,7,14006,4
Sousse,Marhaba Beach Hotel,2024-07-01,0.98,139,8,20433,4
Sousse,Riadh Palms Resort,2024-07-01,0.91,182,20,22568,4
Hammamet,La Badira,2024-07-01,0.94,64,3,13824,5
Hammamet,Iberostar Averroes,2024-07-01,0.77,162,10,18144,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-01,0.98,134,9,24656,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-01,0.98,262,27,88818,5
Djerba,Iberostar Mehari Djerba,2024-07-01,0.83,186,19,26412,4
Djerba,Vincci Helios Beach,2024-07-01,0.98,73,3,12848,4
Monastir,Hilton Skanes Monastir Beach,2024-07-01,0.98,207,23,51750,5
Monastir,One Resort Monastir,2024-07-01,0.87,184,7,32752,4
Monastir,Delphin El Habib,2024-07-01,0.62,97,7,6499,3
Tunis,Laico Tunis Hotel,2024-07-02,0.95,124,4,18724,4
Tunis,Hotel Africa Tunis,2024-07-02,0.79,234,26,30186,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-02,0.98,141,9,40185,5
Sousse,El Mouradi Palace,2024-07-02,0.81,204,18,22848,4
Sousse,Marhaba Beach Hotel,2024-07-02,0.75,259,28,31598,4
Sousse,Riadh Palms Resort,2024-07-02,0.75,190,14,26600,4
Hammamet,La Badira,2024-07-02,0.98,190,22,48640,5
Hammamet,Iberostar Averroes,2024-07-02,0.89,172,8,18232,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-02,0.98,243,14,57105,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-02,0.98,60,5,12420,5
Djerba,Iberostar Mehari Djerba,2024-07-02,0.83,163,9,23309,4
Djerba,Vincci Helios Beach,2024-07-02,0.77,183,21,19764,4
Monastir,Hilton Skanes Monastir Beach,2024-07-02,0.94,198,22,43560,5
Monastir,One Resort Monastir,2024-07-02,0.74,153,14,21114,4
Monastir,Delphin El Habib,2024-07-02,0.71,232,7,22504,3
Tunis,Laico Tunis Hotel,2024-07-03,0.9,198,14,29898,4
Tunis,Hotel Africa Tunis,2024-07-03,0.77,108,6,12096,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-03,0.97,141,13,30879,5
Sousse,El Mouradi Palace,2024-07-03,0.82,171,7,27531,4
Sousse,Marhaba Beach Hotel,2024-07-03,0.87,238,18,29988,4
Sousse,Riadh Palms Resort,2024-07-03,0.92,112,12,16240,4
Hammamet,La Badira,2024-07-03,0.98,96,7,23520,5
Hammamet,Iberostar Averroes,2024-07-03,0.94,198,11,29502,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-03,0.91,220,15,76560,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-03,0.91,212,7,61056,5
Djerba,Iberostar Mehari Djerba,2024-07-03,0.81,195,8,34905,4
Djerba,Vincci Helios Beach,2024-07-03,0.79,223,18,28321,4
Monastir,Hilton Skanes Monastir Beach,2024-07-03,0.98,249,28,84660,5
Monastir,One Resort Monastir,2024-07-03,0.98,177,16,26019,4
Monastir,Delphin El Habib,2024-07-03,0.76,246,11,15990,3
Tunis,Laico Tunis Hotel,2024-07-04,0.73,216,20,35640,4
Tunis,Hotel Africa Tunis,2024-07-04,0.88,243,16,38880,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-04,0.97,73,8,20075,5
Sousse,El Mouradi Palace,2024-07-04,0.77,121,6,15730,4
Sousse,Marhaba Beach Hotel,2024-07-04,0.8,236,20,26668,4
Sousse,Riadh Palms Resort,2024-07-04,0.92,192,11,33600,4
Hammamet,La Badira,2024-07-04,0.93,154,13,45584,5
Hammamet,Iberostar Averroes,2024-07-04,0.88,164,11,27060,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-04,0.98,186,15,49104,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-04,0.96,91,7,16926,5
Djerba,Iberostar Mehari Djerba,2024-07-04,0.87,106,7,13886,4
Djerba,Vincci Helios Beach,2024-07-04,0.91,195,10,19500,4
Monastir,Hilton Skanes Monastir Beach,2024-07-04,0.96,195,15,56355,5
Monastir,One Resort Monastir,2024-07-04,0.98,162,13,26406,4
Monastir,Delphin El Habib,2024-07-04,0.62,228,15,24852,3
Tunis,Laico Tunis Hotel,2024-07-05,0.73,85,8,12410,4
Tunis,Hotel Africa Tunis,2024-07-05,0.78,73,5,9198,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-05,0.98,156,6,41964,5
Sousse,El Mouradi Palace,2024-07-05,0.86,250,19,36000,4
Sousse,Marhaba Beach Hotel,2024-07-05,0.93,74,5,7622,4
Sousse,Riadh Palms Resort,2024-07-05,0.91,200,22,35400,4
Hammamet,La Badira,2024-07-05,0.98,120,10,29040,5
Hammamet,Iberostar Averroes,2024-07-05,0.89,204,7,20604,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-05,0.98,86,9,25628,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-05,0.98,63,6,20160,5
Djerba,Iberostar Mehari Djerba,2024-07-05,0.74,210,20,24990,4
Djerba,Vincci Helios Beach,2024-07-05,0.95,249,9,28635,4
Monastir,Hilton Skanes Monastir Beach,2024-07-05,0.92,192,7,53760,5
Monastir,One Resort Monastir,2024-07-05,0.89,141,5,23829,4
Monastir,Delphin El Habib,2024-07-05,0.71,236,23,21004,3
Tunis,Laico Tunis Hotel,2024-07-06,0.81,111,8,13986,4
Tunis,Hotel Africa Tunis,2024-07-06,0.92,199,22,34626,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-06,0.95,90,5,22230,5
Sousse,El Mouradi Palace,2024-07-06,0.75,168,16,27552,4
Sousse,Marhaba Beach Hotel,2024-07-06,0.73,75,5,8700,4
Sousse,Riadh Palms Resort,2024-07-06,0.91,91,4,13286,4
Hammamet,La Badira,2024-07-06,0.96,97,6,32107,5
Hammamet,Iberostar Averroes,2024-07-06,0.75,74,8,11396,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-06,0.96,256,10,81408,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-06,0.98,236,23,67968,5
Djerba,Iberostar Mehari Djerba,2024-07-06,0.98,250,14,28750,4
Djerba,Vincci Helios Beach,2024-07-06,0.96,262,13,42182,4
Monastir,Hilton Skanes Monastir Beach,2024-07-06,0.98,256,13,72704,5
Monastir,One Resort Monastir,2024-07-06,0.97,75,7,9750,4
Monastir,Delphin El Habib,2024-07-06,0.78,192,11,17664,3
Tunis,Laico Tunis Hotel,2024-07-07,0.87,255,20,40545,4
Tunis,Hotel Africa Tunis,2024-07-07,0.73,165,6,23760,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-07,0.98,247,19,65949,5
Sousse,El Mouradi Palace,2024-07-07,0.84,187,16,20196,4
Sousse,Marhaba Beach Hotel,2024-07-07,0.74,205,14,27265,4
Sousse,Riadh Palms Resort,2024-07-07,0.94,94,7,11656,4
Hammamet,La Badira,2024-07-07,0.98,104,7,31824,5
Hammamet,Iberostar Averroes,2024-07-07,0.8,128,4,20864,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-07,0.98,264,15,49632,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-07,0.98,127,11,31242,5
Djerba,Iberostar Mehari Djerba,2024-07-07,0.86,146,15,16644,4
Djerba,Vincci Helios Beach,2024-07-07,0.87,69,2,9039,4
Monastir,Hilton Skanes Monastir Beach,2024-07-07,0.98,258,27,68370,5
Monastir,One Resort Monastir,2024-07-07,0.83,163,18,28688,4
Monastir,Delphin El Habib,2024-07-07,0.73,87,8,5568,3
Tunis,Laico Tunis Hotel,2024-07-08,0.74,162,16,29160,4
Tunis,Hotel Africa Tunis,2024-07-08,0.77,148,12,24272,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-08,0.96,189,9,51408,5
Sousse,El Mouradi Palace,2024-07-08,0.86,123,12,15621,4
Sousse,Marhaba Beach Hotel,2024-07-08,0.95,76,7,10336,4
Sousse,Riadh Palms Resort,2024-07-08,0.93,87,8,9396,4
Hammamet,La Badira,2024-07-08,0.97,212,16,40492,5
